id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,positive,negative,neutral,confident,hesitant,concise,enthusiastic,speech_speed
0,0,0.0,6.04," My name is Michael Ramos, I am from Patna, Bihar. I have done my schooling in Commerce and then","[50364, 1222, 1315, 307, 49328, 2786, 11, 286, 669, 490, 4379, 629, 11, 363, 4247, 289, 13, 286, 362, 1096, 452, 41677, 294, 34493, 293, 550, 50666]",0.0,-0.33139817053530396,1.6227106227106227,0.5432539582252502,0.4573494791984558,0.20639963448047638,0.336250901222229,0.888680100440979,0.8816472887992859,0.7057801485061646,0.6239460110664368,2.980132450331126
1,0,6.04,12.08, I went up to do my graduation in B.Com Honours. I have interned as an Accounting Associate,"[50666, 286, 1437, 493, 281, 360, 452, 15652, 294, 363, 13, 14627, 6625, 5067, 13, 286, 362, 2154, 292, 382, 364, 24558, 278, 28520, 50968]",0.0,-0.33139817053530396,1.6227106227106227,0.5432539582252502,0.5326712727546692,0.2227642685174942,0.244564488530159,0.7324235439300537,0.7502701878547668,0.6207433938980103,0.3670782744884491,2.814569536423841
2,0,12.08,16.68, as well as a Tax Associate wherein I got the chance to apply all the knowledge that I had,"[50968, 382, 731, 382, 257, 23263, 28520, 43531, 286, 658, 264, 2931, 281, 3079, 439, 264, 3601, 300, 286, 632, 51198]",0.0,-0.33139817053530396,1.6227106227106227,0.5432539582252502,0.7147582173347473,0.11754049360752106,0.1677013486623764,0.7647761106491089,0.3847949206829071,0.38832148909568787,0.3160685896873474,4.130434782608696
3,0,16.68,22.56," learned in my B.Com to apply them in real life scenario. Apart from Academics, I have","[51198, 3264, 294, 452, 363, 13, 14627, 281, 3079, 552, 294, 957, 993, 9005, 13, 24111, 490, 9740, 38014, 11, 286, 362, 51492]",0.0,-0.33139817053530396,1.6227106227106227,0.5432539582252502,0.6066190600395203,0.1321890652179718,0.26119184494018555,0.8295027613639832,0.47263669967651367,0.7769191861152649,0.38371697068214417,2.72108843537415
4,0,22.56,26.76, been involved in a lot of extracurricular activities. I was the captain of the students,"[51492, 668, 3288, 294, 257, 688, 295, 1279, 12080, 374, 42750, 5354, 13, 286, 390, 264, 14871, 295, 264, 1731, 51702]",0.0,-0.33139817053530396,1.6227106227106227,0.5432539582252502,0.6291606426239014,0.13929259777069092,0.2315468192100525,0.7325353026390076,0.3873668313026428,0.09899301826953888,0.34900498390197754,3.571428571428569
5,2676,26.76,30.76, committee in my final school year and was also awarded the Best Student Award at the,"[50364, 7482, 294, 452, 2572, 1395, 1064, 293, 390, 611, 19100, 264, 9752, 12464, 13894, 412, 264, 50564]",0.0,-0.30768570809994106,1.7003891050583657,0.16000646352767944,0.8203577399253845,0.0897892415523529,0.08985298871994019,0.8596852421760559,0.7617006301879883,0.5717273354530334,0.61887127161026,4.0
6,2676,30.76,37.04," end of the year. When I went up to college, I was the class representative which again","[50564, 917, 295, 264, 1064, 13, 1133, 286, 1437, 493, 281, 3859, 11, 286, 390, 264, 1508, 12424, 597, 797, 50878]",0.0,-0.30768570809994106,1.7003891050583657,0.16000646352767944,0.36505159735679626,0.4220536947250366,0.21289466321468353,0.6320672631263733,0.8081514239311218,0.604330837726593,0.282799631357193,2.7070063694267525
7,2676,37.04,42.32," is the part of the students committee. Apart from that, I have been a part of Bad Scouts","[50878, 307, 264, 644, 295, 264, 1731, 7482, 13, 24111, 490, 300, 11, 286, 362, 668, 257, 644, 295, 11523, 2747, 7711, 51142]",0.0,-0.30768570809994106,1.7003891050583657,0.16000646352767944,0.04291651397943497,0.8795566558837891,0.0775267481803894,0.6803277134895325,0.8400558829307556,0.4153786599636078,0.22857801616191864,3.4090909090909083
8,2676,42.32,47.400000000000006, and Guide for more than 5 years where I have completed several treks and was part of a,"[51142, 293, 18727, 337, 544, 813, 1025, 924, 689, 286, 362, 7365, 2940, 2192, 1694, 293, 390, 644, 295, 257, 51396]",0.0,-0.30768570809994106,1.7003891050583657,0.16000646352767944,0.4244469702243805,0.3324834108352661,0.2430695742368698,0.8525682687759399,0.4248860478401184,0.2403024286031723,0.47645434737205505,3.5433070866141696
9,2676,47.400000000000006,53.52," lot of activities that were based for social needs and for social cause. In my free time,","[51396, 688, 295, 5354, 300, 645, 2361, 337, 2093, 2203, 293, 337, 2093, 3082, 13, 682, 452, 1737, 565, 11, 51702]",0.0,-0.30768570809994106,1.7003891050583657,0.16000646352767944,0.8444945812225342,0.0947159081697464,0.06078950688242912,0.18214412033557892,0.10049443691968918,0.03597312048077583,0.23947951197624207,2.777777777777779
