movie_id,image_seq,participant_id,elapsed_time,upload_time,distance
83c20b83-7881-499d-a40d-cc06b65869f8,0,70a013ed-120a-41fa-bedd-75a5d15afb76,1.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,1,70a013ed-120a-41fa-bedd-75a5d15afb76,2.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,2,70a013ed-120a-41fa-bedd-75a5d15afb76,3.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,3,70a013ed-120a-41fa-bedd-75a5d15afb76,4.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,4,70a013ed-120a-41fa-bedd-75a5d15afb76,5.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,5,70a013ed-120a-41fa-bedd-75a5d15afb76,6.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,6,70a013ed-120a-41fa-bedd-75a5d15afb76,7.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,7,70a013ed-120a-41fa-bedd-75a5d15afb76,8.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,8,70a013ed-120a-41fa-bedd-75a5d15afb76,9.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,9,70a013ed-120a-41fa-bedd-75a5d15afb76,10.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,10,70a013ed-120a-41fa-bedd-75a5d15afb76,11.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,11,70a013ed-120a-41fa-bedd-75a5d15afb76,12.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,12,70a013ed-120a-41fa-bedd-75a5d15afb76,13.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,13,70a013ed-120a-41fa-bedd-75a5d15afb76,14.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,14,70a013ed-120a-41fa-bedd-75a5d15afb76,15.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,15,70a013ed-120a-41fa-bedd-75a5d15afb76,16.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,16,70a013ed-120a-41fa-bedd-75a5d15afb76,17.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,17,70a013ed-120a-41fa-bedd-75a5d15afb76,17.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,18,70a013ed-120a-41fa-bedd-75a5d15afb76,18.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,19,70a013ed-120a-41fa-bedd-75a5d15afb76,19.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,20,70a013ed-120a-41fa-bedd-75a5d15afb76,20.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,21,70a013ed-120a-41fa-bedd-75a5d15afb76,21.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,22,70a013ed-120a-41fa-bedd-75a5d15afb76,22.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,23,70a013ed-120a-41fa-bedd-75a5d15afb76,23.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,24,70a013ed-120a-41fa-bedd-75a5d15afb76,24.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,25,70a013ed-120a-41fa-bedd-75a5d15afb76,25.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,26,70a013ed-120a-41fa-bedd-75a5d15afb76,26.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,27,70a013ed-120a-41fa-bedd-75a5d15afb76,27.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,28,70a013ed-120a-41fa-bedd-75a5d15afb76,28.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,29,70a013ed-120a-41fa-bedd-75a5d15afb76,29.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,30,70a013ed-120a-41fa-bedd-75a5d15afb76,30.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,31,70a013ed-120a-41fa-bedd-75a5d15afb76,31.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,32,70a013ed-120a-41fa-bedd-75a5d15afb76,32.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,33,70a013ed-120a-41fa-bedd-75a5d15afb76,33.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,34,70a013ed-120a-41fa-bedd-75a5d15afb76,34.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,35,70a013ed-120a-41fa-bedd-75a5d15afb76,35.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,36,70a013ed-120a-41fa-bedd-75a5d15afb76,36.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,37,70a013ed-120a-41fa-bedd-75a5d15afb76,37.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,38,70a013ed-120a-41fa-bedd-75a5d15afb76,38.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,39,70a013ed-120a-41fa-bedd-75a5d15afb76,39.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,40,70a013ed-120a-41fa-bedd-75a5d15afb76,40.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,41,70a013ed-120a-41fa-bedd-75a5d15afb76,41.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,42,70a013ed-120a-41fa-bedd-75a5d15afb76,42.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,43,70a013ed-120a-41fa-bedd-75a5d15afb76,43.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,44,70a013ed-120a-41fa-bedd-75a5d15afb76,44.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,45,70a013ed-120a-41fa-bedd-75a5d15afb76,45.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,46,70a013ed-120a-41fa-bedd-75a5d15afb76,46.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,47,70a013ed-120a-41fa-bedd-75a5d15afb76,47.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,48,70a013ed-120a-41fa-bedd-75a5d15afb76,48.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,49,70a013ed-120a-41fa-bedd-75a5d15afb76,49.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,50,70a013ed-120a-41fa-bedd-75a5d15afb76,50.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,51,70a013ed-120a-41fa-bedd-75a5d15afb76,51.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,52,70a013ed-120a-41fa-bedd-75a5d15afb76,52.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,53,70a013ed-120a-41fa-bedd-75a5d15afb76,53.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,54,70a013ed-120a-41fa-bedd-75a5d15afb76,54.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,55,70a013ed-120a-41fa-bedd-75a5d15afb76,55.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,56,70a013ed-120a-41fa-bedd-75a5d15afb76,56.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,57,70a013ed-120a-41fa-bedd-75a5d15afb76,57.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,58,70a013ed-120a-41fa-bedd-75a5d15afb76,58.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,59,70a013ed-120a-41fa-bedd-75a5d15afb76,59.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,60,70a013ed-120a-41fa-bedd-75a5d15afb76,60.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,61,70a013ed-120a-41fa-bedd-75a5d15afb76,61.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,62,70a013ed-120a-41fa-bedd-75a5d15afb76,62.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,63,70a013ed-120a-41fa-bedd-75a5d15afb76,63.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,64,70a013ed-120a-41fa-bedd-75a5d15afb76,64.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,65,70a013ed-120a-41fa-bedd-75a5d15afb76,65.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,66,70a013ed-120a-41fa-bedd-75a5d15afb76,66.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,67,70a013ed-120a-41fa-bedd-75a5d15afb76,67.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,68,70a013ed-120a-41fa-bedd-75a5d15afb76,68.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,69,70a013ed-120a-41fa-bedd-75a5d15afb76,69.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,70,70a013ed-120a-41fa-bedd-75a5d15afb76,70.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,71,70a013ed-120a-41fa-bedd-75a5d15afb76,71.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,72,70a013ed-120a-41fa-bedd-75a5d15afb76,72.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,73,70a013ed-120a-41fa-bedd-75a5d15afb76,73.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,74,70a013ed-120a-41fa-bedd-75a5d15afb76,74.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,75,70a013ed-120a-41fa-bedd-75a5d15afb76,75.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,76,70a013ed-120a-41fa-bedd-75a5d15afb76,76.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,77,70a013ed-120a-41fa-bedd-75a5d15afb76,77.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,78,70a013ed-120a-41fa-bedd-75a5d15afb76,78.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,79,70a013ed-120a-41fa-bedd-75a5d15afb76,79.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,80,70a013ed-120a-41fa-bedd-75a5d15afb76,80.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,81,70a013ed-120a-41fa-bedd-75a5d15afb76,81.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,82,70a013ed-120a-41fa-bedd-75a5d15afb76,82.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,83,70a013ed-120a-41fa-bedd-75a5d15afb76,83.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,84,70a013ed-120a-41fa-bedd-75a5d15afb76,84.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,85,70a013ed-120a-41fa-bedd-75a5d15afb76,85.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,86,70a013ed-120a-41fa-bedd-75a5d15afb76,86.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,87,70a013ed-120a-41fa-bedd-75a5d15afb76,87.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,88,70a013ed-120a-41fa-bedd-75a5d15afb76,88.0,2023-09-17 07:49:11,0.0
83c20b83-7881-499d-a40d-cc06b65869f8,89,70a013ed-120a-41fa-bedd-75a5d15afb76,89.0,2023-09-17 07:49:11,0.0
