movie_id,image_seq,gaze,blink,eye_offset
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,1,1,0,6.7544
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,2,0,1,44.2002
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,3,1,0,4.7784
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,4,1,0,5.6502
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,5,1,0,3.8508
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,6,1,0,1.9041
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,7,1,0,8.9719
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,8,1,0,1.6363
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,9,1,1,11.0249
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,10,1,0,1.154
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,11,0,1,77.7629
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,12,1,0,1.7944
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,13,1,0,2.681
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,14,0,1,56.3693
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,15,1,0,6.9698
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,16,1,0,13.4635
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,17,1,0,-2.0903
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,18,1,0,5.7705
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,19,0,1,40.7578
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,20,1,0,4.5464
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,21,1,0,1.2946
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,22,0,1,68.0753
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,23,1,0,-3.1673
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,24,0,0,35.5287
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,25,1,0,5.4044
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,26,1,0,-3.0041
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,27,0,1,44.9728
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,28,0,1,54.1532
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,29,1,0,6.8624
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,30,1,0,-1.0974
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,31,1,0,1.665
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,32,1,0,3.1262
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,33,1,0,-2.6745
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,34,1,0,2.6781
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,35,1,0,-1.5027
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,36,0,1,49.4787
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,37,1,0,3.3174
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,38,0,1,35.6761
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,39,0,1,35.7643
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,40,1,0,5.6789
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,41,0,1,47.8383
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,42,1,0,1.896
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,43,0,1,44.4002
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,44,1,0,2.229
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,45,1,0,1.8019
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,46,1,0,-7.4614
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,47,1,0,-7.9509
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,48,1,0,-1.0819
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,49,1,0,5.2072
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,50,0,1,35.201
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,51,1,0,5.0008
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,52,1,0,0.8956
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,53,1,0,3.3675
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,54,1,0,-0.2197
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,55,1,0,5.8111
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,56,1,0,0.8884
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,57,0,1,63.7022
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,58,1,0,0.9376
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,59,1,0,7.4674
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,60,1,0,2.1192
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,61,1,0,-2.108
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,62,1,0,1.4269
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,63,1,0,0.7199
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,64,1,0,-0.6091
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,65,0,1,50.7203
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,66,1,0,11.9779
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,67,1,0,-5.031
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,68,1,0,8.4842
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,69,1,0,2.0122
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,70,1,0,0.164
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,71,1,0,2.9229
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,72,1,0,-1.4735
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,73,0,1,59.7491
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,74,1,0,-5.9127
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,75,1,0,-2.367
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,76,1,0,10.8195
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,77,0,0,28.8747
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,78,1,0,3.2621
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,79,0,1,44.0769
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,80,0,1,40.7271
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,81,1,0,5.6213
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,82,1,0,5.7735
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,83,1,0,6.5881
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,84,1,0,11.9152
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,85,1,0,-1.8458
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,86,1,0,8.3192
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,87,1,0,0.5119
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,88,1,0,8.4394
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,89,1,0,4.9445
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,90,1,0,6.7999
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,91,1,0,4.0457
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,92,0,1,72.9122
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,93,1,0,0.0051
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,94,1,0,6.4827
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,95,1,0,-3.5422
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,96,1,0,-6.0918
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,97,1,0,8.5554
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,98,1,0,-0.6558
6b0386fc-41de-4196-b0d6-3d0b815c2dbc,99,1,1,-2.6893
