movie_id,image_seq,gaze,blink,eye_offset
813af424-a584-4417-b7ee-0d4c705e83c9,1,1,0,1.7394
813af424-a584-4417-b7ee-0d4c705e83c9,2,1,0,-1.0581
813af424-a584-4417-b7ee-0d4c705e83c9,3,1,0,-0.3826
813af424-a584-4417-b7ee-0d4c705e83c9,4,1,0,6.6005
813af424-a584-4417-b7ee-0d4c705e83c9,5,1,0,3.7838
813af424-a584-4417-b7ee-0d4c705e83c9,6,1,0,-0.1914
813af424-a584-4417-b7ee-0d4c705e83c9,7,1,0,-5.0587
813af424-a584-4417-b7ee-0d4c705e83c9,8,1,0,5.5539
813af424-a584-4417-b7ee-0d4c705e83c9,9,1,0,3.2164
813af424-a584-4417-b7ee-0d4c705e83c9,10,1,0,1.9584
813af424-a584-4417-b7ee-0d4c705e83c9,11,1,0,13.9676
813af424-a584-4417-b7ee-0d4c705e83c9,12,1,0,4.001
813af424-a584-4417-b7ee-0d4c705e83c9,13,1,0,10.2369
813af424-a584-4417-b7ee-0d4c705e83c9,14,1,0,4.7678
813af424-a584-4417-b7ee-0d4c705e83c9,15,1,0,2.6492
813af424-a584-4417-b7ee-0d4c705e83c9,16,1,0,0.4014
813af424-a584-4417-b7ee-0d4c705e83c9,17,1,0,4.3679
813af424-a584-4417-b7ee-0d4c705e83c9,18,0,0,26.8614
813af424-a584-4417-b7ee-0d4c705e83c9,19,1,0,-0.656
813af424-a584-4417-b7ee-0d4c705e83c9,20,1,0,0.7374
813af424-a584-4417-b7ee-0d4c705e83c9,21,1,0,4.0483
813af424-a584-4417-b7ee-0d4c705e83c9,22,1,0,11.5274
813af424-a584-4417-b7ee-0d4c705e83c9,23,1,0,7.9349
813af424-a584-4417-b7ee-0d4c705e83c9,24,1,0,11.2065
813af424-a584-4417-b7ee-0d4c705e83c9,25,1,0,4.5112
813af424-a584-4417-b7ee-0d4c705e83c9,26,1,0,3.4717
813af424-a584-4417-b7ee-0d4c705e83c9,27,1,0,12.0112
813af424-a584-4417-b7ee-0d4c705e83c9,28,1,0,7.4909
813af424-a584-4417-b7ee-0d4c705e83c9,29,1,0,11.4681
813af424-a584-4417-b7ee-0d4c705e83c9,30,0,0,46.3418
813af424-a584-4417-b7ee-0d4c705e83c9,31,1,0,-2.5732
813af424-a584-4417-b7ee-0d4c705e83c9,32,1,0,3.7938
813af424-a584-4417-b7ee-0d4c705e83c9,33,1,0,12.4008
813af424-a584-4417-b7ee-0d4c705e83c9,34,1,0,0.4421
813af424-a584-4417-b7ee-0d4c705e83c9,35,1,0,-0.4863
813af424-a584-4417-b7ee-0d4c705e83c9,36,1,0,-1.8377
813af424-a584-4417-b7ee-0d4c705e83c9,37,1,0,1.7384
813af424-a584-4417-b7ee-0d4c705e83c9,38,1,0,3.9173
813af424-a584-4417-b7ee-0d4c705e83c9,39,1,0,-0.9471
813af424-a584-4417-b7ee-0d4c705e83c9,40,1,0,1.0945
813af424-a584-4417-b7ee-0d4c705e83c9,41,1,0,14.1604
813af424-a584-4417-b7ee-0d4c705e83c9,42,1,0,-3.68
813af424-a584-4417-b7ee-0d4c705e83c9,43,1,0,-15.0501
813af424-a584-4417-b7ee-0d4c705e83c9,44,1,0,2.9237
813af424-a584-4417-b7ee-0d4c705e83c9,45,1,0,3.0227
813af424-a584-4417-b7ee-0d4c705e83c9,46,1,0,5.7539
813af424-a584-4417-b7ee-0d4c705e83c9,47,0,1,45.0986
813af424-a584-4417-b7ee-0d4c705e83c9,48,1,0,18.1635
813af424-a584-4417-b7ee-0d4c705e83c9,49,1,0,9.8457
813af424-a584-4417-b7ee-0d4c705e83c9,50,1,0,7.9128
813af424-a584-4417-b7ee-0d4c705e83c9,51,1,0,-0.1321
813af424-a584-4417-b7ee-0d4c705e83c9,52,1,0,19.6832
813af424-a584-4417-b7ee-0d4c705e83c9,53,1,0,15.9703
813af424-a584-4417-b7ee-0d4c705e83c9,54,1,0,4.7432
813af424-a584-4417-b7ee-0d4c705e83c9,55,1,0,-0.7125
813af424-a584-4417-b7ee-0d4c705e83c9,56,1,0,1.2812
813af424-a584-4417-b7ee-0d4c705e83c9,57,1,0,7.1711
813af424-a584-4417-b7ee-0d4c705e83c9,58,1,0,1.0239
813af424-a584-4417-b7ee-0d4c705e83c9,59,1,0,5.5838
813af424-a584-4417-b7ee-0d4c705e83c9,60,1,0,6.1971
813af424-a584-4417-b7ee-0d4c705e83c9,61,1,0,2.9237
813af424-a584-4417-b7ee-0d4c705e83c9,62,1,0,-0.8997
813af424-a584-4417-b7ee-0d4c705e83c9,63,1,0,-3.959
813af424-a584-4417-b7ee-0d4c705e83c9,64,1,0,15.2757
813af424-a584-4417-b7ee-0d4c705e83c9,65,1,0,13.0885
813af424-a584-4417-b7ee-0d4c705e83c9,66,1,0,7.4747
