movie_id,image_seq,gaze,blink,eye_offset
dfb0d746-609f-4dac-8e1d-c0325fb64394,1,1,0,-15.4688
dfb0d746-609f-4dac-8e1d-c0325fb64394,2,1,0,4.3447
dfb0d746-609f-4dac-8e1d-c0325fb64394,3,1,0,5.9378
dfb0d746-609f-4dac-8e1d-c0325fb64394,4,1,0,-17.5304
dfb0d746-609f-4dac-8e1d-c0325fb64394,5,1,0,13.5553
dfb0d746-609f-4dac-8e1d-c0325fb64394,6,1,0,7.2798
dfb0d746-609f-4dac-8e1d-c0325fb64394,7,1,0,16.0742
dfb0d746-609f-4dac-8e1d-c0325fb64394,8,1,0,3.4461
dfb0d746-609f-4dac-8e1d-c0325fb64394,9,1,0,1.9128
dfb0d746-609f-4dac-8e1d-c0325fb64394,10,1,0,-15.5742
dfb0d746-609f-4dac-8e1d-c0325fb64394,11,1,0,-2.7806
dfb0d746-609f-4dac-8e1d-c0325fb64394,12,1,0,6.136
dfb0d746-609f-4dac-8e1d-c0325fb64394,13,1,0,15.7143
dfb0d746-609f-4dac-8e1d-c0325fb64394,14,1,0,-9.4555
dfb0d746-609f-4dac-8e1d-c0325fb64394,15,1,0,-6.3343
dfb0d746-609f-4dac-8e1d-c0325fb64394,16,1,0,0.7447
dfb0d746-609f-4dac-8e1d-c0325fb64394,17,1,0,13.2325
dfb0d746-609f-4dac-8e1d-c0325fb64394,18,1,0,6.112
dfb0d746-609f-4dac-8e1d-c0325fb64394,19,1,0,4.9096
dfb0d746-609f-4dac-8e1d-c0325fb64394,20,1,0,-6.7279
dfb0d746-609f-4dac-8e1d-c0325fb64394,21,1,0,-5.2786
dfb0d746-609f-4dac-8e1d-c0325fb64394,22,1,0,8.4274
dfb0d746-609f-4dac-8e1d-c0325fb64394,23,1,0,14.5793
dfb0d746-609f-4dac-8e1d-c0325fb64394,24,1,1,17.8332
dfb0d746-609f-4dac-8e1d-c0325fb64394,25,1,0,5.487
dfb0d746-609f-4dac-8e1d-c0325fb64394,26,1,0,2.8251
dfb0d746-609f-4dac-8e1d-c0325fb64394,27,1,0,21.1445
dfb0d746-609f-4dac-8e1d-c0325fb64394,28,1,0,8.9272
dfb0d746-609f-4dac-8e1d-c0325fb64394,29,1,0,11.5153
dfb0d746-609f-4dac-8e1d-c0325fb64394,30,1,0,23.8879
dfb0d746-609f-4dac-8e1d-c0325fb64394,31,1,0,0.1225
dfb0d746-609f-4dac-8e1d-c0325fb64394,32,1,0,12.867
dfb0d746-609f-4dac-8e1d-c0325fb64394,33,1,0,9.8234
dfb0d746-609f-4dac-8e1d-c0325fb64394,34,1,0,18.1425
dfb0d746-609f-4dac-8e1d-c0325fb64394,35,1,0,19.0434
dfb0d746-609f-4dac-8e1d-c0325fb64394,36,1,0,10.9937
dfb0d746-609f-4dac-8e1d-c0325fb64394,37,1,0,-0.3883
dfb0d746-609f-4dac-8e1d-c0325fb64394,38,1,0,0.6793
dfb0d746-609f-4dac-8e1d-c0325fb64394,39,1,0,14.6831
dfb0d746-609f-4dac-8e1d-c0325fb64394,40,1,0,14.0096
dfb0d746-609f-4dac-8e1d-c0325fb64394,41,1,0,14.3224
dfb0d746-609f-4dac-8e1d-c0325fb64394,42,0,0,37.4006
dfb0d746-609f-4dac-8e1d-c0325fb64394,43,1,0,6.0737
dfb0d746-609f-4dac-8e1d-c0325fb64394,44,1,0,3.4197
dfb0d746-609f-4dac-8e1d-c0325fb64394,45,1,0,-5.6504
dfb0d746-609f-4dac-8e1d-c0325fb64394,46,1,0,8.5463
dfb0d746-609f-4dac-8e1d-c0325fb64394,47,1,0,19.4405
dfb0d746-609f-4dac-8e1d-c0325fb64394,48,1,0,8.2544
dfb0d746-609f-4dac-8e1d-c0325fb64394,49,1,0,11.7335
dfb0d746-609f-4dac-8e1d-c0325fb64394,50,1,0,4.0034
dfb0d746-609f-4dac-8e1d-c0325fb64394,51,1,0,3.5101
dfb0d746-609f-4dac-8e1d-c0325fb64394,52,1,0,5.2182
dfb0d746-609f-4dac-8e1d-c0325fb64394,53,1,0,5.5628
dfb0d746-609f-4dac-8e1d-c0325fb64394,54,1,0,2.2014
dfb0d746-609f-4dac-8e1d-c0325fb64394,55,1,0,16.0298
dfb0d746-609f-4dac-8e1d-c0325fb64394,56,1,0,14.3062
dfb0d746-609f-4dac-8e1d-c0325fb64394,57,1,0,9.6673
dfb0d746-609f-4dac-8e1d-c0325fb64394,58,1,0,14.6109
dfb0d746-609f-4dac-8e1d-c0325fb64394,59,1,0,6.7004
dfb0d746-609f-4dac-8e1d-c0325fb64394,60,1,0,4.1588
dfb0d746-609f-4dac-8e1d-c0325fb64394,61,0,0,26.1662
dfb0d746-609f-4dac-8e1d-c0325fb64394,62,1,0,3.0593
