movie_id,image_seq,gaze,blink,eye_offset
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,1,0,1,72.7051
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,2,0,0,32.5648
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,3,0,0,46.5201
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,4,0,0,25.0913
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,5,0,0,45.0658
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,6,0,0,46.4402
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,7,1,0,18.4634
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,8,1,0,18.6598
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,9,1,0,21.6539
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,10,0,0,35.1238
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,11,0,0,34.8423
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,12,1,0,23.4712
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,13,1,0,15.0223
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,14,0,0,31.693
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,15,0,0,45.5825
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,16,0,0,31.8272
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,17,1,0,10.7496
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,18,0,1,65.6817
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,19,1,0,18.0788
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,20,0,0,39.9761
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,21,1,0,18.4171
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,22,0,0,29.2562
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,23,1,0,15.1049
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,24,1,0,-4.008
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,25,0,0,57.3004
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,26,0,0,41.0303
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,27,0,0,41.3338
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,28,0,0,42.5527
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,29,1,0,15.6986
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,30,1,0,-0.2581
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,31,0,0,51.3232
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,32,0,0,47.6181
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,33,0,0,28.0417
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,34,0,0,28.9654
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,35,1,0,16.239
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,36,0,0,37.9817
