movie_id,image_seq,gaze,blink,eye_offset
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,1,1,0,6.2253
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,2,1,0,22.7274
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,3,1,0,2.5704
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,4,1,0,21.1097
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,5,1,0,1.8453
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,6,0,0,26.8643
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,7,1,0,1.9027
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,8,0,0,40.3364
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,9,0,0,48.6695
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,10,1,0,-2.5612
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,11,0,0,32.5426
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,12,1,0,5.4381
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,13,1,0,-2.2343
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,14,0,0,28.1631
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,15,0,0,26.6346
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,16,1,0,1.1557
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,17,0,0,33.9904
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,18,0,0,50.5664
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,20,1,0,4.2396
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,21,1,0,-1.6034
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,22,1,0,-1.2918
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,23,0,0,-33.4655
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,24,0,0,27.9773
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,25,0,0,33.468
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,26,1,0,2.1671
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,27,0,0,53.8297
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,28,1,0,0.6556
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,29,0,0,27.6426
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,30,0,0,31.2439
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,31,1,0,-0.8867
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,32,1,0,-0.2246
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,33,1,0,0.7723
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,34,0,0,37.4903
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,35,0,0,25.9973
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,36,1,0,14.4424
