movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,0,4.31735,0.000594264,2.87979,1.65035,2.77998,0.600814,87.7711,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,1,53.2253,2.98164,12.7368,1.52347,1.05132,27.2168,1.26462,angry
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,2,8.79651,0.0294681,2.96816,16.8315,39.8846,0.279335,31.2105,sad
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,3,9.45303,0.106778,1.55308,20.9301,3.50387,0.909426,63.5437,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,4,56.0002,4.15241e-06,0.162231,5.58358,0.197026,12.8076,25.2494,angry
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,5,0.635349,7.41791e-09,0.218106,0.00321777,1.95524,0.012085,97.176,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,6,6.41279,0.000238746,4.53791,0.134349,3.56569,0.555717,84.7933,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,7,29.8132,1.36594,31.5051,5.55513,11.357,2.18964,18.214,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,8,22.6169,1.41985,4.5667,10.238,16.807,1.23658,43.115,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,9,3.73857,2.47844e-07,0.0792186,0.185183,1.32847,0.894686,93.7739,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,10,11.4881,0.0189812,5.4253,1.46825,9.31519,0.349985,71.9342,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,11,37.8121,0.00194457,2.65793,4.88018,5.27883,4.57332,44.7957,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,12,9.24685,1.53225e-05,6.53988,0.1113,7.12,6.46127,70.5207,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,13,1.89022,5.09271e-05,0.657695,0.0280769,10.7342,0.0184925,86.6713,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,14,29.7403,0.00128793,1.82235,12.032,0.176336,50.7308,5.49689,surprise
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,15,12.891,0.00911221,18.7378,44.4955,0.697675,20.4603,2.70864,happy
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,16,6.74951,7.05203e-09,0.605867,0.20725,1.64998,10.7429,80.0445,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,17,30.5844,3.17373,7.44941,1.1716,17.2202,0.438537,39.9622,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,19,22.6007,0.0232085,29.007,4.91913,0.563153,40.0568,2.83002,surprise
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,20,0.230204,0.00346889,6.77328,0.9269,6.64218,0.0280013,85.396,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,21,5.48561,0.0021643,5.35824,12.886,5.57801,0.965111,69.7249,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,22,0.577003,1.34761e-06,1.90354,0.017416,18.6789,0.00304767,78.8201,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,23,0.345538,1.00477e-05,2.49901,0.0668958,9.6103,0.158707,87.3195,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,24,4.34449,0.0765402,4.49993,2.97926,10.2293,0.345107,77.5253,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,25,6.84598,8.58513,61.6829,4.52284,6.76865,1.44967,10.1448,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,26,43.0625,0.0947089,13.9066,1.0679,17.8175,2.32154,21.7293,angry
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,27,33.5487,0.293167,15.3897,2.56098,4.52076,8.23125,35.4554,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,28,0.343192,3.45715e-07,1.76885,0.053372,7.29065e-05,97.8344,0.000117244,surprise
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,29,0.331004,0.000757144,0.45537,0.407898,1.42596,0.0285615,97.3505,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,30,0.560908,0.0164582,75.6386,13.3193,5.91873,2.1591,2.38696,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,31,1.42375,0.000347306,59.0498,0.0170521,2.32791,23.9878,13.1934,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,32,61.7616,6.0345e-05,0.614401,0.181273,5.96784,0.602892,30.8719,angry
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,33,24.0234,0.00122722,3.77048,0.154141,0.292284,69.75,2.00839,surprise
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,34,0.517647,0.00249133,94.9818,0.386285,0.456248,3.65369,0.00188002,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,35,5.73706,2.40091e-10,2.64278,4.60498e-06,73.8519,6.5259e-05,17.7682,sad
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,36,2.59239,0.00344359,71.0003,1.47633,16.124,0.997341,7.80624,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,37,17.7046,7.24207e-05,0.914774,0.106477,44.31,0.0256279,36.9384,sad
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,38,9.3263,0.179396,7.50131,4.05947,25.5403,0.0555778,53.3377,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,39,4.99331,0.158397,64.3045,1.36268,4.1064,1.21001,23.8647,fear
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,40,0.171384,9.44226e-05,0.307663,0.542489,1.09426,0.0610762,97.823,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,41,10.7171,0.0297783,8.51462,0.805729,12.0486,0.627845,67.2562,neutral
93663f94-bf0a-4ce8-a29a-a5236cc7fe6a,42,0.979154,5.98304e-07,0.313705,0.132627,0.625089,0.126746,97.8227,neutral
