id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,positive,negative,neutral,confident,hesitant,concise,enthusiastic,speech_speed
0,0,0.0,5.28," Hi, my name is Nathan Lewis. I'm a first year MBA analytics student from IIM","[50364, 2421, 11, 452, 1315, 307, 1160, 2173, 71, 18442, 48565, 13, 286, 478, 257, 700, 1064, 26674, 15370, 3107, 490, 286, 6324, 50628]",0.0,-0.27932178464710206,1.6153846153846154,0.5995360016822815,0.4422653317451477,0.16847927868366241,0.3892554044723511,0.8146867156028748,0.8885481953620911,0.6877183318138123,0.4752020835876465,2.840909090909091
1,0,5.28,9.4, Kashipur. From having a consulting experience at Deloitte for three years,"[50628, 591, 15612, 35801, 13, 3358, 1419, 257, 23682, 1752, 412, 5831, 78, 9786, 337, 1045, 924, 50834]",0.0,-0.27932178464710206,1.6153846153846154,0.5995360016822815,0.6252928972244263,0.18907010555267334,0.18563702702522278,0.8822107911109924,0.7339790463447571,0.7153360247612,0.4983788728713989,2.6699029126213594
2,0,9.4,14.56," after graduating in engineering, I paved my way to an MBA analytics degree to","[50834, 934, 18843, 294, 7043, 11, 286, 42989, 452, 636, 281, 364, 26674, 15370, 4314, 281, 51092]",0.0,-0.27932178464710206,1.6153846153846154,0.5995360016822815,0.6635390520095825,0.13999035954475403,0.19647055864334106,0.7187574505805969,0.47590401768684387,0.4685981571674347,0.249355286359787,2.7131782945736433
3,0,14.56,19.240000000000002, quench my thirst for exploration into an amalgamation of a world of analytics,"[51092, 421, 40765, 452, 34846, 337, 16197, 666, 364, 669, 20422, 30477, 295, 257, 1002, 295, 15370, 51326]",0.0,-0.27932178464710206,1.6153846153846154,0.5995360016822815,0.6293616890907288,0.25417983531951904,0.11645852029323578,0.246212437748909,0.13961438834667206,0.01759282872080803,0.29743117094039917,2.777777777777777
4,0,19.240000000000002,23.2," strategy and planning. During my time in Deloitte, I worked on end-to-end","[51326, 5206, 293, 5038, 13, 6842, 452, 565, 294, 5831, 78, 9786, 11, 286, 2732, 322, 917, 12, 1353, 12, 521, 51524]",0.0,-0.27932178464710206,1.6153846153846154,0.5995360016822815,0.61628657579422,0.16775594651699066,0.21595747768878937,0.5576840043067932,0.34413212537765503,0.27392688393592834,0.11118937283754349,3.0303030303030325
5,0,23.2,28.32," validation processes for softwares for pharmaceutical clients. Also, my ongoing","[51524, 24071, 7555, 337, 2787, 4151, 495, 337, 27130, 6982, 13, 2743, 11, 452, 10452, 51780]",0.0,-0.27932178464710206,1.6153846153846154,0.5995360016822815,0.7934788465499878,0.11746682226657867,0.08905436843633652,0.503994882106781,0.5017789006233215,0.3465370237827301,0.20739136636257172,1.9531249999999996
6,2832,28.32,33.6, post-graduation in MBA analytics has taken me closer to the field of analytics,"[50364, 2183, 12, 7165, 16073, 294, 26674, 15370, 575, 2726, 385, 4966, 281, 264, 2519, 295, 15370, 50628]",0.0,-0.2517253557840983,1.6541666666666666,0.033894456923007965,0.8539227843284607,0.06765344738960266,0.07842378318309784,0.6886361241340637,0.4558258354663849,0.37722405791282654,0.2545113265514374,2.4621212121212115
7,2832,33.6,39.2," in business. To fuel my constant need to take responsibilities, I am a member of","[50628, 294, 1606, 13, 1407, 8536, 338, 452, 5754, 643, 281, 747, 16190, 11, 286, 669, 257, 4006, 295, 50908]",0.0,-0.2517253557840983,1.6541666666666666,0.033894456923007965,0.3076035678386688,0.48411262035369873,0.20828379690647125,0.2649536728858948,0.6497827172279358,0.16359926760196686,0.20291021466255188,2.678571428571428
8,2832,39.2,44.28, the media and public relations committee of our college. It lets me be a part of,"[50908, 264, 3021, 293, 1908, 2299, 7482, 295, 527, 3859, 13, 467, 6653, 385, 312, 257, 644, 295, 51162]",0.0,-0.2517253557840983,1.6541666666666666,0.033894456923007965,0.7859057188034058,0.10900017619132996,0.1050940528512001,0.8432961702346802,0.6751592755317688,0.4894964396953583,0.3956601917743683,3.1496062992125995
9,2832,44.28,49.2, the team who plans to create and apply for a promotion and PR strategies for,"[51162, 264, 1469, 567, 5482, 281, 1884, 293, 3079, 337, 257, 15783, 293, 11568, 9029, 337, 51408]",0.0,-0.2517253557840983,1.6541666666666666,0.033894456923007965,0.715141236782074,0.15501581132411957,0.12984296679496765,0.5992966890335083,0.4680755138397217,0.3256143033504486,0.39724305272102356,3.048780487804877
