movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion
92016995-e455-4651-9f6e-fbca0d423f21,0,0.00131124,1.41436e-07,0.0132327,37.1427,0.178181,0.00825955,62.6563,neutral
92016995-e455-4651-9f6e-fbca0d423f21,1,0.00133227,1.42151e-07,0.0133042,36.9452,0.179674,0.00827067,62.8523,neutral
92016995-e455-4651-9f6e-fbca0d423f21,2,0.00131142,1.41439e-07,0.0132339,37.1393,0.178144,0.00826381,62.6598,neutral
92016995-e455-4651-9f6e-fbca0d423f21,3,0.00181044,1.43144e-07,0.0238746,11.0442,0.208299,0.00281704,88.719,neutral
92016995-e455-4651-9f6e-fbca0d423f21,4,0.0018338,1.46072e-07,0.0242317,11.0388,0.209914,0.00286471,88.7224,neutral
92016995-e455-4651-9f6e-fbca0d423f21,5,0.000588587,9.81608e-08,0.0199099,33.9532,0.14239,0.00257685,65.8814,neutral
92016995-e455-4651-9f6e-fbca0d423f21,6,0.00202174,1.85909e-07,0.0275397,11.567,0.219844,0.00330526,88.1803,neutral
92016995-e455-4651-9f6e-fbca0d423f21,7,0.0143754,8.6474e-07,0.105275,4.03186,1.38226,0.000760571,94.4655,neutral
92016995-e455-4651-9f6e-fbca0d423f21,8,0.0145873,8.82687e-07,0.106949,4.02929,1.39415,0.000762037,94.4543,neutral
92016995-e455-4651-9f6e-fbca0d423f21,9,0.0143754,8.6474e-07,0.105275,4.03186,1.38226,0.000760571,94.4655,neutral
92016995-e455-4651-9f6e-fbca0d423f21,10,0.00104818,8.56539e-08,0.00968944,29.2338,0.142848,0.00727901,70.6053,neutral
92016995-e455-4651-9f6e-fbca0d423f21,11,0.00115577,9.50097e-08,0.0112922,30.9517,0.163638,0.00673189,68.8654,neutral
92016995-e455-4651-9f6e-fbca0d423f21,12,0.00116254,9.48015e-08,0.0111811,31.0488,0.164322,0.0065526,68.768,neutral
92016995-e455-4651-9f6e-fbca0d423f21,13,0.00117994,9.74584e-08,0.0113559,30.9335,0.165246,0.0066933,68.8821,neutral
