movie_id,image_seq,gaze,blink,eye_offset
92016995-e455-4651-9f6e-fbca0d423f21,1,1,0,-1.8621
92016995-e455-4651-9f6e-fbca0d423f21,2,1,0,-1.5986
92016995-e455-4651-9f6e-fbca0d423f21,3,1,0,-1.9993
92016995-e455-4651-9f6e-fbca0d423f21,4,1,0,-2.1208
92016995-e455-4651-9f6e-fbca0d423f21,5,1,0,-2.1463
92016995-e455-4651-9f6e-fbca0d423f21,6,1,0,-1.519
92016995-e455-4651-9f6e-fbca0d423f21,7,1,0,-2.0517
92016995-e455-4651-9f6e-fbca0d423f21,8,1,0,-1.1633
92016995-e455-4651-9f6e-fbca0d423f21,9,1,0,-1.2789
92016995-e455-4651-9f6e-fbca0d423f21,10,1,0,-1.2678
92016995-e455-4651-9f6e-fbca0d423f21,11,1,0,-1.8875
92016995-e455-4651-9f6e-fbca0d423f21,12,1,0,-1.6828
92016995-e455-4651-9f6e-fbca0d423f21,13,1,0,-1.6615
92016995-e455-4651-9f6e-fbca0d423f21,14,1,0,-1.6611
