movie_id,image_seq,participant_id,elapsed_time,upload_time,distance
92016995-e455-4651-9f6e-fbca0d423f21,0,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,6.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,1,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,7.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,2,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,8.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,3,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,9.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,4,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,10.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,5,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,11.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,6,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,12.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,7,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,13.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,8,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,14.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,9,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,15.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,10,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,16.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,11,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,17.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,12,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,18.0,2023-09-17 07:47:05,0.0
92016995-e455-4651-9f6e-fbca0d423f21,13,b4b6b5a2-4203-41c2-b703-c424dae1fe2b,19.0,2023-09-17 07:47:05,0.0
