movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion
6539370c-256e-4ed2-9d00-1be1f051163f,0,0.0117156,0.00244263,0.350391,93.4269,4.56442,0.0160444,1.62807,happy
6539370c-256e-4ed2-9d00-1be1f051163f,1,6.58783,0.0203384,35.1066,0.103848,38.9672,0.00129392,19.2129,sad
6539370c-256e-4ed2-9d00-1be1f051163f,2,5.06687,7.61064e-05,1.00842,0.28502,29.7289,0.00037337,63.9104,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,3,0.000539047,1.67827e-05,0.0411621,99.4084,0.239465,0.0679051,0.2425,happy
6539370c-256e-4ed2-9d00-1be1f051163f,4,0.000671693,1.76507e-09,4.97704,0.0012371,2.21947e-05,95.021,7.54827e-07,surprise
6539370c-256e-4ed2-9d00-1be1f051163f,5,0.000484721,9.8086e-07,0.00704489,99.7486,0.0705879,0.00143343,0.171869,happy
6539370c-256e-4ed2-9d00-1be1f051163f,6,0.0201701,8.34094e-05,75.4267,23.7942,0.724945,0.000479744,0.0334136,fear
6539370c-256e-4ed2-9d00-1be1f051163f,7,2.62324,0.00048748,54.9426,30.887,2.40589,4.43919,4.70162,fear
6539370c-256e-4ed2-9d00-1be1f051163f,8,0.279723,0.000511704,92.034,0.591864,3.04623,0.0661892,3.98152,fear
6539370c-256e-4ed2-9d00-1be1f051163f,9,2.12126,0.00100906,3.35643,0.128088,11.9343,0.0242489,82.4346,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,10,16.4044,0.0229878,13.91,0.0378626,37.2069,0.00301109,32.4148,sad
6539370c-256e-4ed2-9d00-1be1f051163f,11,2.5166,0.00163849,6.33462,0.853719,5.8323,0.0287637,84.4324,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,12,0.336151,0.000613984,1.779,15.7936,1.80416,1.59828,78.6882,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,13,7.67395,0.0516171,12.0192,0.145058,30.9281,0.00282416,49.1793,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,14,1.13582,0.017654,79.7871,0.643479,17.0622,0.391957,0.961755,fear
6539370c-256e-4ed2-9d00-1be1f051163f,15,0.0141065,2.23292e-05,40.5287,55.1562,4.16645,0.00696395,0.127493,happy
6539370c-256e-4ed2-9d00-1be1f051163f,16,0.257805,0.0024739,99.086,0.118698,0.19492,0.330178,0.00992474,fear
6539370c-256e-4ed2-9d00-1be1f051163f,17,1.70855,0.0156053,58.005,1.37287,20.4953,1.58347,16.8192,fear
6539370c-256e-4ed2-9d00-1be1f051163f,18,5.87234,0.0118653,52.3681,0.145443,20.5005,0.0230553,21.0786,fear
6539370c-256e-4ed2-9d00-1be1f051163f,19,1.86856,0.00060331,3.20504,0.241425,5.39136,0.0236934,89.2693,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,20,0.490668,0.000353948,54.6423,3.20775,16.4126,23.5614,1.68501,fear
6539370c-256e-4ed2-9d00-1be1f051163f,21,0.00107785,9.43051e-05,0.128595,83.5792,0.103729,0.0458327,16.1415,happy
6539370c-256e-4ed2-9d00-1be1f051163f,22,37.4672,2.1631,28.8648,0.409868,30.363,0.240618,0.491381,angry
6539370c-256e-4ed2-9d00-1be1f051163f,23,0.0582192,6.7939e-07,9.19577,0.188162,1.53082,0.0753135,88.9517,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,24,0.361046,0.00139959,1.16972,1.72198,11.3873,0.00155847,85.357,neutral
6539370c-256e-4ed2-9d00-1be1f051163f,25,0.819085,0.0194171,81.9818,0.403545,8.54579,0.0432332,8.18715,fear
6539370c-256e-4ed2-9d00-1be1f051163f,26,0.583977,0.000155678,61.2639,2.72784,6.42583,26.1224,2.87582,fear
6539370c-256e-4ed2-9d00-1be1f051163f,27,2.42906,0.0293008,49.9076,0.912543,7.06971,39.2682,0.38357,fear
6539370c-256e-4ed2-9d00-1be1f051163f,28,3.82692,0.0156494,25.5737,0.986066,47.8883,0.0180037,21.6914,sad
6539370c-256e-4ed2-9d00-1be1f051163f,29,7.08105,0.477228,62.4162,5.69569,23.0151,0.362398,0.952252,fear
6539370c-256e-4ed2-9d00-1be1f051163f,30,0.189212,0.0244733,6.44318,56.5347,16.2384,0.0256068,20.5444,happy
6539370c-256e-4ed2-9d00-1be1f051163f,31,0.478044,0.000990142,63.6133,0.0254998,35.3043,0.00583409,0.572019,fear
6539370c-256e-4ed2-9d00-1be1f051163f,32,4.41915,0.000616044,51.7011,0.110769,21.5179,0.493347,21.7571,fear
6539370c-256e-4ed2-9d00-1be1f051163f,33,26.2657,0.240748,57.1704,1.99315,8.47947,5.1028,0.747756,fear
6539370c-256e-4ed2-9d00-1be1f051163f,34,17.8477,0.0477623,30.7542,0.0534763,38.857,0.00173235,12.4382,sad
