movie_id,image_seq,gaze,blink,eye_offset
6539370c-256e-4ed2-9d00-1be1f051163f,1,1,1,11.9221
6539370c-256e-4ed2-9d00-1be1f051163f,2,1,0,13.8024
6539370c-256e-4ed2-9d00-1be1f051163f,3,1,0,3.0297
6539370c-256e-4ed2-9d00-1be1f051163f,4,1,0,-1.7059
6539370c-256e-4ed2-9d00-1be1f051163f,5,0,0,-35.0095
6539370c-256e-4ed2-9d00-1be1f051163f,6,1,0,0.1671
6539370c-256e-4ed2-9d00-1be1f051163f,7,0,1,28.8113
6539370c-256e-4ed2-9d00-1be1f051163f,8,1,0,0.4964
6539370c-256e-4ed2-9d00-1be1f051163f,9,1,0,19.3069
6539370c-256e-4ed2-9d00-1be1f051163f,10,1,0,4.2311
6539370c-256e-4ed2-9d00-1be1f051163f,11,0,1,54.3628
6539370c-256e-4ed2-9d00-1be1f051163f,12,1,0,-6.7988
6539370c-256e-4ed2-9d00-1be1f051163f,13,1,0,-18.8165
6539370c-256e-4ed2-9d00-1be1f051163f,14,1,0,-3.5112
6539370c-256e-4ed2-9d00-1be1f051163f,15,1,0,4.4501
6539370c-256e-4ed2-9d00-1be1f051163f,16,1,0,-0.6163
6539370c-256e-4ed2-9d00-1be1f051163f,17,1,0,-6.2843
6539370c-256e-4ed2-9d00-1be1f051163f,18,1,0,4.9243
6539370c-256e-4ed2-9d00-1be1f051163f,19,1,0,23.8069
6539370c-256e-4ed2-9d00-1be1f051163f,20,1,0,9.1949
6539370c-256e-4ed2-9d00-1be1f051163f,21,1,0,4.6831
6539370c-256e-4ed2-9d00-1be1f051163f,22,1,0,4.7909
6539370c-256e-4ed2-9d00-1be1f051163f,23,1,0,6.2986
6539370c-256e-4ed2-9d00-1be1f051163f,24,1,0,-2.2036
6539370c-256e-4ed2-9d00-1be1f051163f,25,1,0,-9.5088
6539370c-256e-4ed2-9d00-1be1f051163f,26,1,0,1.0843
6539370c-256e-4ed2-9d00-1be1f051163f,27,1,0,-1.2697
6539370c-256e-4ed2-9d00-1be1f051163f,28,1,0,1.8828
6539370c-256e-4ed2-9d00-1be1f051163f,29,1,1,13.3364
6539370c-256e-4ed2-9d00-1be1f051163f,30,1,0,-1.9372
6539370c-256e-4ed2-9d00-1be1f051163f,31,0,1,59.497
6539370c-256e-4ed2-9d00-1be1f051163f,32,1,0,10.336
6539370c-256e-4ed2-9d00-1be1f051163f,33,1,0,-7.17
6539370c-256e-4ed2-9d00-1be1f051163f,34,1,0,1.3726
6539370c-256e-4ed2-9d00-1be1f051163f,35,0,1,89.7745
6539370c-256e-4ed2-9d00-1be1f051163f,36,0,1,50.5943
6539370c-256e-4ed2-9d00-1be1f051163f,37,0,1,43.2318
6539370c-256e-4ed2-9d00-1be1f051163f,38,1,0,0.4073
6539370c-256e-4ed2-9d00-1be1f051163f,39,1,0,14.2471
6539370c-256e-4ed2-9d00-1be1f051163f,40,0,0,30.2215
6539370c-256e-4ed2-9d00-1be1f051163f,41,1,0,-17.4729
6539370c-256e-4ed2-9d00-1be1f051163f,42,1,0,21.463
6539370c-256e-4ed2-9d00-1be1f051163f,43,1,1,23.167
6539370c-256e-4ed2-9d00-1be1f051163f,44,1,0,-15.8998
6539370c-256e-4ed2-9d00-1be1f051163f,45,1,0,8.9665
6539370c-256e-4ed2-9d00-1be1f051163f,46,0,1,51.6841
6539370c-256e-4ed2-9d00-1be1f051163f,47,0,1,66.8636
6539370c-256e-4ed2-9d00-1be1f051163f,48,1,0,-2.2911
6539370c-256e-4ed2-9d00-1be1f051163f,49,1,0,-4.3775
6539370c-256e-4ed2-9d00-1be1f051163f,50,1,0,-19.6067
6539370c-256e-4ed2-9d00-1be1f051163f,51,1,0,-8.8214
6539370c-256e-4ed2-9d00-1be1f051163f,52,1,0,1.8579
6539370c-256e-4ed2-9d00-1be1f051163f,53,1,0,0.8821
6539370c-256e-4ed2-9d00-1be1f051163f,54,1,0,-4.6131
6539370c-256e-4ed2-9d00-1be1f051163f,55,1,0,-18.3908
6539370c-256e-4ed2-9d00-1be1f051163f,56,1,0,-4.3019
6539370c-256e-4ed2-9d00-1be1f051163f,57,1,0,-3.5307
6539370c-256e-4ed2-9d00-1be1f051163f,58,1,0,-9.2355
6539370c-256e-4ed2-9d00-1be1f051163f,59,0,1,74.2172
6539370c-256e-4ed2-9d00-1be1f051163f,60,1,0,-1.1667
6539370c-256e-4ed2-9d00-1be1f051163f,61,0,1,53.271
6539370c-256e-4ed2-9d00-1be1f051163f,62,0,1,86.2046
6539370c-256e-4ed2-9d00-1be1f051163f,63,1,1,23.9474
6539370c-256e-4ed2-9d00-1be1f051163f,64,0,0,68.6314
6539370c-256e-4ed2-9d00-1be1f051163f,65,0,0,-26.2015
6539370c-256e-4ed2-9d00-1be1f051163f,66,1,0,-3.9603
6539370c-256e-4ed2-9d00-1be1f051163f,67,1,0,9.5235
6539370c-256e-4ed2-9d00-1be1f051163f,68,0,0,28.681
6539370c-256e-4ed2-9d00-1be1f051163f,69,1,0,-1.859
6539370c-256e-4ed2-9d00-1be1f051163f,70,1,0,-2.5116
6539370c-256e-4ed2-9d00-1be1f051163f,71,1,0,-2.4678
6539370c-256e-4ed2-9d00-1be1f051163f,72,1,0,-16.7003
6539370c-256e-4ed2-9d00-1be1f051163f,73,1,0,1.0045
6539370c-256e-4ed2-9d00-1be1f051163f,74,1,0,-2.0071
6539370c-256e-4ed2-9d00-1be1f051163f,75,1,1,4.4779
6539370c-256e-4ed2-9d00-1be1f051163f,76,1,1,22.0306
6539370c-256e-4ed2-9d00-1be1f051163f,77,1,0,2.8147
6539370c-256e-4ed2-9d00-1be1f051163f,78,1,0,-14.6833
6539370c-256e-4ed2-9d00-1be1f051163f,79,0,0,-35.8043
6539370c-256e-4ed2-9d00-1be1f051163f,80,1,0,-5.4233
6539370c-256e-4ed2-9d00-1be1f051163f,81,1,0,-18.9723
6539370c-256e-4ed2-9d00-1be1f051163f,82,0,1,25.6505
6539370c-256e-4ed2-9d00-1be1f051163f,83,1,0,-5.9091
6539370c-256e-4ed2-9d00-1be1f051163f,84,1,0,0.0625
6539370c-256e-4ed2-9d00-1be1f051163f,85,0,1,52.8112
6539370c-256e-4ed2-9d00-1be1f051163f,86,1,0,10.7713
6539370c-256e-4ed2-9d00-1be1f051163f,87,1,0,14.5121
