id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,positive,negative,neutral,confident,hesitant,concise,enthusiastic,speech_speed
0,0,0.0,10.08," Hello, I am Joseph Nichols. I belong to the heritage city of Varanasi. I have done my undergraduation","[50364, 2425, 11, 286, 669, 1160, 265, 3016, 497, 1301, 13, 286, 5784, 281, 264, 16040, 2307, 295, 14662, 282, 8483, 13, 286, 362, 1096, 452, 833, 70, 6206, 16073, 50868]",0.0,-0.38147399004767923,1.5625,0.28315815329551697,0.5208036303520203,0.16807453334331512,0.3111218512058258,0.8442848324775696,0.9168867468833923,0.6740781664848328,0.6976547241210938,1.7857142857142858
1,0,10.08,16.4, in earth science from Banaras Hindu University. And post that I have worked with the single,"[50868, 294, 4120, 3497, 490, 13850, 35867, 21231, 3535, 13, 400, 2183, 300, 286, 362, 2732, 365, 264, 2167, 51184]",0.0,-0.38147399004767923,1.5625,0.28315815329551697,0.3577946126461029,0.23064503073692322,0.41156041622161865,0.6129851341247559,0.800743043422699,0.43834540247917175,0.301148921251297,2.5316455696202538
2,0,16.4,21.64, largest government owned reinsurer in the country called General Insurance Corporation,"[51184, 6443, 2463, 11684, 47200, 9858, 294, 264, 1941, 1219, 6996, 39971, 26464, 51446]",0.0,-0.38147399004767923,1.5625,0.28315815329551697,0.6381872892379761,0.24260076880455017,0.11921187490224838,0.8105590343475342,0.6105666756629944,0.45642727613449097,0.24482454359531403,2.099236641221373
3,0,21.64,28.72, of India in their retrocession and reinsurance underwriting departments. My thorough understanding,"[51446, 295, 5282, 294, 641, 18820, 29881, 293, 47200, 5683, 833, 19868, 15326, 13, 1222, 12934, 3701, 51800]",0.0,-0.38147399004767923,1.5625,0.28315815329551697,0.5883903503417969,0.2092219889163971,0.20238763093948364,0.7638732194900513,0.4111802577972412,0.5839364528656006,0.3314560353755951,1.6949152542372885
4,2872,28.72,34.48, of the Indian markets and analytical skills acquired due to working in such a diverse,"[50364, 295, 264, 6427, 8383, 293, 29579, 3942, 17554, 3462, 281, 1364, 294, 1270, 257, 9521, 50652]",0.0,-0.3252912912613306,1.579185520361991,0.0038215371314436197,0.7796306610107422,0.07719839364290237,0.14317090809345245,0.7005398869514465,0.2651432156562805,0.12994451820850372,0.18415795266628265,2.6041666666666674
5,2872,34.48,42.68," and rich field such as reinsurance, along with my verbal and written communication skills","[50652, 293, 4593, 2519, 1270, 382, 47200, 5683, 11, 2051, 365, 452, 24781, 293, 3720, 6101, 3942, 51062]",0.0,-0.3252912912613306,1.579185520361991,0.0038215371314436197,0.8618828058242798,0.04544694349169731,0.0926702693104744,0.8669721484184265,0.10115043073892593,0.3155865967273712,0.43397414684295654,1.7073170731707312
6,2872,42.68,49.28, are the attributes which I feel make me the right fit for this job. As a person I believe,"[51062, 366, 264, 17212, 597, 286, 841, 652, 385, 264, 558, 3318, 337, 341, 1691, 13, 1018, 257, 954, 286, 1697, 51392]",0.0,-0.3252912912613306,1.579185520361991,0.0038215371314436197,0.955632746219635,0.01087984163314104,0.033487409353256226,0.7913922071456909,0.571502149105072,0.8290818929672241,0.24410951137542725,2.878787878787878
7,2872,49.28,56.0, in the thought that you cannot find newer oceans until you lose sight of the shore.,"[51392, 294, 264, 1194, 300, 291, 2644, 915, 17628, 25004, 1826, 291, 3624, 7860, 295, 264, 17805, 13, 51728]",0.0,-0.3252912912613306,1.579185520361991,0.0038215371314436197,0.2770809829235077,0.5598534345626831,0.1630656123161316,0.2824903130531311,0.610556960105896,0.16572986543178558,0.1218324527144432,2.3809523809523814
8,5600,56.72,61.12, This thought is something that pushes me each day towards having newer experiences.,"[50400, 639, 1194, 307, 746, 300, 21020, 385, 1184, 786, 3030, 1419, 17628, 5235, 13, 50620]",0.0,-0.34165663596911305,1.5829787234042554,0.02259676158428192,0.9672915935516357,0.013286408968269825,0.019422069191932678,0.6888110637664795,0.020518936216831207,0.20351292192935944,0.8181730508804321,2.9545454545454555
9,5600,62.56,68.48," While reading about your company and beside you, I understood that you guys want to create a","[50692, 3987, 3760, 466, 428, 2237, 293, 15726, 291, 11, 286, 7320, 300, 291, 1074, 528, 281, 1884, 257, 50988]",0.0,-0.34165663596911305,1.5829787234042554,0.02259676158428192,0.5798945426940918,0.1944420039653778,0.225663423538208,0.6794205904006958,0.5793017148971558,0.2432628720998764,0.49739500880241394,2.8716216216216206
10,5600,68.48,76.4, society where children can live their lives as they are and realize the uniqueness of each person,"[50988, 4086, 689, 2227, 393, 1621, 641, 2909, 382, 436, 366, 293, 4325, 264, 48294, 295, 1184, 954, 51384]",0.0,-0.34165663596911305,1.5829787234042554,0.02259676158428192,0.8745570778846741,0.048390232026576996,0.07705266028642654,0.649190366268158,0.6013596057891846,0.24068963527679443,0.21792474389076233,2.146464646464646
11,5600,76.4,84.08, through artificial intelligence. This idea really resonated with me and I do wish to be a part of,"[51384, 807, 11677, 7599, 13, 639, 1558, 534, 47957, 365, 385, 293, 286, 360, 3172, 281, 312, 257, 644, 295, 51768]",0.0,-0.34165663596911305,1.5829787234042554,0.02259676158428192,0.967671811580658,0.009591024369001389,0.02273716777563095,0.725499153137207,0.07006661593914032,0.1980828195810318,0.9687949419021606,2.343750000000002
12,8408,84.08,87.6, this awakening. Thank you so much.,"[50364, 341, 31550, 13, 1044, 291, 370, 709, 13, 50540]",0.0,-0.4669540145180442,0.8095238095238095,0.031656939536333084,0.9567826390266418,0.01338945236057043,0.029827844351530075,0.7322625517845154,0.38292986154556274,0.7027381658554077,0.9697677493095398,1.7045454545454564
